botetourt_county_va,Botetourt County,VA,Google,botetourt_peak_reservation_24_mgd_k,2 MGD maximum reservation against 24 MGD Carvins Cove WTP,permitted_peak_reservation_scenario,yes,yes,development reservation,planned or ramping,r_peak,0.77,dimensionless,0.77,dimensionless,T,"Han et al., Small Bottle, Big Pipe",2026,Appendix A.5,fleet aggregate transferred to planned peak,unknown,hyperscale operator fleet,not applicable,conditional,verified_local,,,,scenario_only,Constant r at peak is an explicit scenario assumption.
botetourt_county_va,Botetourt County,VA,Google,botetourt_peak_reservation_24_mgd_k,2 MGD maximum reservation against 24 MGD Carvins Cove WTP,permitted_peak_reservation_scenario,yes,yes,development reservation,planned or ramping,K,24,MGD,24,MGD,M,Western Virginia Water Authority current project page and FAQ,2026,Carvins Cove WTP treatment capacity,current serving-plant nominal capacity,potable,Carvins Cove WTP,serving-plant nominal capacity,conditional,authoritative_current,,,,scenario_only,Current production and headroom are distinct from this nominal capacity.
memphis_tn,Memphis,TN,xAI,memphis_peak_system_258,1 MGD service maximum against 258 MGD MLGW system K,whole_system_denominator_scenario,no,yes,facility,operating or ramping,W_peak,1,MGD,1,MGD,P,MLGW September-October 2024 community update,2024,up to 1 MGD through existing main,"service maximum, not measured average",groundwater potable,Paul Lowry or Pidgeon site,site service maximum,system,authoritative_current,,,,within_site_scenario_only,No additional PF is applied.
memphis_tn,Memphis,TN,xAI,memphis_peak_system_258,1 MGD service maximum against 258 MGD MLGW system K,whole_system_denominator_scenario,no,yes,facility,operating or ramping,r_peak,0.77,dimensionless,0.77,dimensionless,T,"Han et al., Small Bottle, Big Pipe",2026,Appendix A.5,fleet aggregate transferred to peak scenario,unknown,hyperscale operator fleet,not applicable,system,verified_local,,,,within_site_scenario_only,Not xAI or Memphis specific.
memphis_tn,Memphis,TN,xAI,memphis_peak_system_258,1 MGD service maximum against 258 MGD MLGW system K,whole_system_denominator_scenario,no,yes,facility,operating or ramping,K,258,MGD,258,MGD,M,MLGW 2022 Drought Management Plan,2022,ten plants combined treatment capability,whole-system nominal capacity,groundwater potable,MLGW system,whole-system nominal treatment capacity,system,authoritative_primary,,,,within_site_scenario_only,Broad denominator; not local headroom.
memphis_tn,Memphis,TN,xAI,memphis_peak_serving_plant_30,1 MGD service maximum against 30 MGD Davis WTP K,serving_plant_denominator_scenario,yes,yes,facility,operating or ramping,W_peak,1,MGD,1,MGD,P,MLGW September-October 2024 community update,2024,up to 1 MGD through existing main,"service maximum, not measured average",groundwater potable,Paul Lowry or Pidgeon site,site service maximum,conditional,authoritative_current,,,,scenario_only,No additional PF is applied.
memphis_tn,Memphis,TN,xAI,memphis_peak_serving_plant_30,1 MGD service maximum against 30 MGD Davis WTP K,serving_plant_denominator_scenario,yes,yes,facility,operating or ramping,r_peak,0.77,dimensionless,0.77,dimensionless,T,"Han et al., Small Bottle, Big Pipe",2026,Appendix A.5,fleet aggregate transferred to peak scenario,unknown,hyperscale operator fleet,not applicable,conditional,verified_local,,,,scenario_only,Not xAI or Memphis specific.
memphis_tn,Memphis,TN,xAI,memphis_peak_serving_plant_30,1 MGD service maximum against 30 MGD Davis WTP K,serving_plant_denominator_scenario,yes,yes,facility,operating or ramping,K,30,MGD,30,MGD,M,MLGW 2022 Drought Management Plan,2022,Davis WTP serving Pidgeon Industrial Park,serving-plant nominal capacity,groundwater potable,Davis WTP,serving-plant nominal treatment capacity,conditional,authoritative_primary,,,,scenario_only,Better bounded than the whole-system scenario; still not available headroom.
midlothian_tx,Midlothian,TX,Google,midlothian_fy2024_nominal_k_default_pf,FY2024 campus against 36 MGD nominal K with assumed PF,conditional_nominal_capacity_scenario,yes,yes,campus,operating FY2024,W_avg,0.603825136612022,MGD,221.0,Mgal per FY2024,R,Google 2025 Environmental Report,2025,page 110,FY2024 annual actual divided by 366 days,mixed or unknown,Midlothian campus,not applicable,conditional,verified_local,,,,conditional_scenario,FY2024 leap-year conversion.
midlothian_tx,Midlothian,TX,Google,midlothian_fy2024_nominal_k_default_pf,FY2024 campus against 36 MGD nominal K with assumed PF,conditional_nominal_capacity_scenario,yes,yes,campus,operating FY2024,C_avg,0.498087431693989,MGD,182.3,Mgal per FY2024,R,Google 2025 Environmental Report,2025,page 110,FY2024 annual actual divided by 366 days,mixed or unknown,Midlothian campus,not applicable,conditional,verified_local,,,,conditional_scenario,Same campus and year as withdrawal.
midlothian_tx,Midlothian,TX,Google,midlothian_fy2024_nominal_k_default_pf,FY2024 campus against 36 MGD nominal K with assumed PF,conditional_nominal_capacity_scenario,yes,yes,campus,operating FY2024,PF_shared,2.5,dimensionless,2.5,dimensionless,A,Author-assumed warm-climate default,2026,WCI input documentation,author-selected planning scenario,unknown,not site specific,not applicable,conditional,author_assumption,,,,conditional_scenario,Not an observed Midlothian PF.
midlothian_tx,Midlothian,TX,Google,midlothian_fy2024_nominal_k_default_pf,FY2024 campus against 36 MGD nominal K with assumed PF,conditional_nominal_capacity_scenario,yes,yes,campus,operating FY2024,K,36,MGD,36,MGD,M,City of Midlothian Water Treatment Plants page,2026,12 MGD Tayman plus 24 MGD Auger after 2024 expansion,current city-system nominal capacity,surface water,City of Midlothian system,combined nominal treatment capacity,conditional,authoritative_current,,,,conditional_scenario,Direct service to the Google campus remains a final confirmation item.
henderson_nv,Henderson,NV,Google,henderson_fy2024_regional_gross_capacity,FY2024 campus against 900 MGD SNWA regional gross capacity,regional_denominator_scenario,yes,yes,campus,operating FY2024,W_avg,0.983333333333333,MGD,359.9,Mgal per FY2024,R,Google 2025 Environmental Report,2025,page 110,FY2024 annual actual divided by 366 days,mixed or unknown,Henderson campus,not applicable,regional,verified_local,,,,regional_scenario_only,FY2024 leap-year conversion.
henderson_nv,Henderson,NV,Google,henderson_fy2024_regional_gross_capacity,FY2024 campus against 900 MGD SNWA regional gross capacity,regional_denominator_scenario,yes,yes,campus,operating FY2024,C_avg,0.566666666666667,MGD,207.4,Mgal per FY2024,R,Google 2025 Environmental Report,2025,page 110,FY2024 annual actual divided by 366 days,mixed or unknown,Henderson campus,not applicable,regional,verified_local,,,,regional_scenario_only,No inference is made about discharge reuse.
